,,,,Poseedor,Poseedor
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,testType,Información de prueba|Prueba|Tipo de prueba,"ADN de Bordetella pertussis [Presencia] en la nasofaringe por NAA con detección de sonda|ARN de la RNasa P humana [Presencia] en una muestra por NAA con detección de sonda|ARN de la RNasa P humana [Presencia] en una muestra no especificada por NAA con detección de sonda|ADN de adenovirus [Presencia] en la nasofaringe por NAA con detección de sonda|Virus de la gripe A [Presencia] en la nasofaringe por NAA con detección de sonda|Virus de la gripe B en la nasofaringe mediante NAA con detección por sonda|RNA del virus de la gripe 1 en la nasofaringe mediante NAA con detección por sonda|RNA del virus de la gripe 2 en la nasofaringe mediante ARN [Presencia] en nasofaringe por NAA con detección de sonda|Virus de la Parainfluenza 3 ARN [Presencia] en nasofaringe por NAA con detección de sonda|Virus de la Parainfluenza 4 ARN [Presencia] en nasofaringe por NAA con detección de sonda|Virus sincitial respiratorio ARN [Presencia] en la nasofaringe por NAA con detección de sonda|Virus sincitial respiratorio A ARN [Presencia] en la nasofaringe por NAA con detección de sonda|Virus sincitial respiratorio B ARN [Presencia] en la nasofaringe por NAA con detección por sonda|Metapneumovirus humano ARN [Presencia] en la nasofaringe por NAA con detección por sonda|Virus de la gripe A H1 ARN [Presencia] en la nasofaringe por NAA con detección por sonda|RNA del virus de la gripe A H3 [Presencia] en la nasofaringe por NAA con detección por sonda|RNA del virus de la gripe A H1 2009 pandémico [Presencia] en la nasofaringe por NAA con detección por sonda detección|Virus de la gripe A Ag [Presencia] en la nasofaringe mediante inmunoensayo rápido|Virus de la gripe B Ag [Presencia] en la nasofaringe mediante inmunoensayo rápido|ADN de adenovirus [Presencia] en la nasofaringe mediante NAA con sonda nodetección por sonda|RNA del coronavirus humano HKU1 [Presencia] en la nasofaringe por NAA con detección sin sonda|RNA del coronavirus humano NL63 [Presencia] en la nasofaringe por NAA con detección sin sonda|RNA del coronavirus humano 229E [Presencia] en la nasofaringe por NAA con detección sin sondadetección con sonda|RNA del coronavirus humano OC43 [Presencia] en la nasofaringe por NAA con detección sin sonda|RNA del metapneumovirus humano [Presencia] en la nasofaringe por NAA con detección sin sonda|RNA del virus de la gripe A [Presencia] en la nasofaringe por NAA con detección sin sonda|RNA del virus de la gripe A H1 [Presencia] en la nasofaringe por NAA con detección sin sondadetección con sonda|ARN del virus de la gripe A H1 pandémico de 2009 [Presencia] en la nasofaringe por NAA con detección sin sonda|ARN del virus de la gripe A H3 [Presencia] en la nasofaringe por NAA con detección sin sonda|ARN del virus de la gripe B [Presencia] en la nasofaringe por NAA con detección sin sonda|Rhinovirus+Enterovirus [Presencia] en la nasofaringe por NAA con detección sin sondapresencia] en la nasofaringe por NAA con detección sin sonda|ADN de Mycoplasma pneumoniae [presencia] en la nasofaringe por NAA con detección sin sonda|ADN de Chlamydophila pneumoniae [presencia] en la nasofaringe por NAA con detección sin sonda|Bordetella pertussis.Región promotora de la toxina pertussis [Presencia] en la nasofaringe mediante NAA con detección sin sondapresencia] en muestras de las vías respiratorias superiores por NAA con detección por sonda|ARN del virus de la gripe B [presencia] en muestras de las vías respiratorias superiores por NAA con detección por sonda|ARN del virus sincitial respiratorio [presencia] en muestras de las vías respiratorias superiores por NAA con detección por sonda|ADN de Bordetella parapertussis IS1001 [presencia] en la nasofaringe por NAA con detección por sondapresencia] en una muestra de las vías respiratorias superiores mediante NAA con detección por sonda|RNA del coronavirus humano 229E [presencia] en una muestra de las vías respiratorias superiores mediante NAA con detección por sonda|RNA del bocavirus humano [presencia] en una muestra de las vías respiratorias superiores mediante NAA con detección por sonda|RNA del coronavirus humano NL63 [presencia] en una muestra de las vías respiratorias superiores mediante NAA con detección por sonda|RNA del coronavirus humano OC43 [presencia]. coronavirus OC43 ARN [Presencia] en muestras de las vías respiratorias superiores por NAA con detección de sonda|Chlamydophila pneumoniae ADN [Presencia] en la nasofaringe por NAA con detección de sonda|Mycoplasma pneumoniae ADN Presencia] en la nasofaringe por NAA con detección de sonda|Rhinovirus+Enterovirus RNA [Presencia] en la nasofaringe por NAA con detección de sonda|Virus de la Parainfluenza 1+2+3+4 RNA [Presencia] en la nasofaringe por NAA con detección de sonda nopresencia] en muestras respiratorias por NAA con detección por sonda|ARN del virus de la gripe B [presencia] en muestras respiratorias por NAA con detección por sonda|ARN del virus de la gripe A [presencia] en muestras respiratorias por NAA con detección por sonda|ARN del virus de la gripe A virus de la gripe A H3 [Presencia] en una muestra de las vías respiratorias superiores mediante NAA con detección por sonda|RNA del virus de la gripe A H1 [Presencia] en una muestra de las vías respiratorias superiores mediante NAA con detección por sonda|SARS Gen N del Coronavirus 2 [Presencia] en una muestra no especificada mediante amplificación del ácido nucleico utilizando el conjunto de cebadores y sondas N1Conjunto de sondas N1|SARS Gen del Coronavirus 2 N [Presencia] en una muestra no especificada mediante amplificación del ácido nucleico con cebadoresconjunto de sondas N2|SARS Coronavirus 2 ARN [Presencia] en muestra no especificada cualitativa por NAA con detección de sonda|SARS Coronavirus 2 ARN [Presencia] en muestra respiratoria por NAA con detección de sonda|SARS-CoV-2 (COVID-19) ARN [Presencia] en muestra respiratoria por NAA con detección de sonda|SARS-CoV-2 (COVID19) RNA [Presencia] en muestra respiratoria por NAA con detección por sonda|RNA de coronavirus relacionados con el SARS [Presencia] en muestra respiratoria por NAA con detección por sonda|Ab IgG [Unidades/volumen] del SARS-CoV-2 (COVID-19) en suero o plasma por inmunoensayo|Ab IgG del coronavirus 2 del SARS [Presencia] en suero o plasma por inmunoensayo rápido Presencia] en suero, plasma o sangre mediante inmunoensayo rápido|Ab IgG del coronavirus 2 del SRAS (COVID-19) en suero, plasma o sangre mediante inmunoensayo rápido|Ab IgM del coronavirus 2 del SRAS (COVID19) en suero, plasma o sangre mediante inmunoensayo rápido Plasma o sangre por inmunoensayo rápido|Ab IgM del coronavirus 2 del SARS (COVID-19) [Presencia] en suero, plasma o sangre por inmunoensayo rápido|Ab IgM del coronavirus 2 del SARS (COVID19) [Presencia] en suero, Presencia] en suero, plasma o sangre mediante inmunoensayo rápido|SARS-CoV-2 (COVID-19) Gen N [Presencia] en muestra respiratoria mediante NAA con detección de sonda|SARS-CoV-2 (COVID19) Gen N [Presencia] en muestra respiratoria por NAA con detección por sonda|SARS coronavirus 2 Gen RdRp [Presencia] en muestra respiratoria por NAA con detección por sonda|SARS-CoV-2 (COVID-19) Gen RdRp [Presencia] en muestra respiratoria por NAA con detección por sonda|SARS-CoV-2 (COVID-19) IgG+IgM Ab [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID-19) Ag [Presencia] en muestra respiratoria por inmunoensayo rápido|SARS región ORF1ab del coronavirus 2 [Presencia] en muestra respiratoria por NAA con detección por sonda|SARS-CoV-2 (COVID-19) región ORF1ab [Presencia] en muestra respiratoria por NAA con detección de sonda|SARS coronavirus 2 IgG Ab [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID-19) IgG Ab [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID19) IgG Ab [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID-19) IgM Ab [Presencia] en suero o plasma por inmunoensayo|SARS coronavirus 2 RNA [Presencia] en nasofaringe por NAA con detección sin sonda|SARS-CoV-2 (COVID-19) RNA [Presencia] en nasofaringe por NAA con detección sin sondadetección con sonda|SARS-CoV-2 (COVID19) ARN [Presencia] en nasofaringe por NAA con detección sin sonda|SARS coronavirus 2 gen S [Presencia] en muestra respiratoria por NAA con detección con sonda|SARS coronavirus 2 gen N [Presencia] en muestra respiratoria por amplificación de ácido nucleico usando CDC primer-Conjunto de sondas N1|Gen del coronavirus 2 del SARS (COVID-19) [Presencia] en una muestra respiratoria mediante amplificación del ácido nucleico con el cebador CDC Conjunto de sondas N1|Gen del coronavirus 2 del SARS [Presencia] en una muestra respiratoria mediante amplificación del ácido nucleico con el cebador CDCgen N del coronavirus 2 del SARS (COVID-19) [Presencia] en muestras respiratorias mediante amplificación del ácido nucleico utilizando el conjunto de cebadores y sondas de los CDC N2|SARS-gen E del coronavirus relacionado con el SARS [Presencia] en muestras respiratorias mediante NAA con detección de sonda|RNA del coronavirus 2 del SARS [Presencia] en la nasofaringe mediante NAA con detección de sonda|RNA del CoV-2 (COVID-19) del SARS [Presencia] en la nasofaringe mediante NAA con detección de sonda|Gen N del coronavirus 2 del SARS [Presencia] en la nasofaringe mediante NAA con detección de sonda|SARS-CoV-2 (COVID-19) gen N [Presencia] en la nasofaringe por NAA con detección de sonda|SARS-CoV-2 (COVID19) IgG Ab [Presencia] en DBS por Inmunoensayo|SARS coronavirus 2 Ab [Presencia] en suero o plasma por Inmunoensayo|SARS-CoV-2 (COVID-19) Ab [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID19) Ab [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID-19) genoma completo [secuencia de nucleótidos] en aislado por secuenciación|SARS-CoV-2 (COVID-19) Ab [Unidades/volumen] en suero o plasma por inmunoensayo|SARS coronavirus 2 RNA [Presencia] en saliva (fluido oral) por NAA con detección de sonda|SARS-CoV-2 (COVID-19) RNA [Presencia] en saliva (fluido oral) por NAA con detección de sonda|SARS coronavirus+SARS coronavirus 2 Ag [Presencia] en muestra respiratoria por inmunoensayo rápido|SARS-CoV+SARS-CoV-2 (COVID-19) Ag [Presencia] en muestra respiratoria por inmunoensayo rápido|SARS-CoV-2 (COVID19) ARN [Presencia] en nariz por NAA con detección de sonda|SARS coronavirus 2 (COVID19) Gen N [Presencia] en nariz por NAA con detección de sonda|SARS-CoV-2 (COVID-19) Gen N [Presencia] en nariz por NAA con detección de sonda|SARS-CoV-2 (COVID-19) Ab IgM [Presencia] en DBS por Inmunoensayo|Virus de la gripe A + B y SARS-CoV-2 (COVID-19) identificados en muestra respiratoria por NAA con detección de sonda|Virus de la gripe A y B y SARS-CoV-2 (COVID-19) identificado en una muestra respiratoria por NAA con detección de sonda|RNA del coronavirus 2 del SARS (COVID-19) [Presencia] en una muestra respiratoria por secuenciación|RNA del CoV-2 del SARS (COVID-19) [Presencia] en una muestra respiratoria por secuenciación|SARS-Presencia del gen N del CoV-2 (COVID-19) en saliva (fluido oral) por NAA con detección de sonda|SARS-CoV-2 (COVID19) Gen N [Presencia] en saliva (fluido oral) por NAA con detección de sonda|SARS-CoV-2 (COVID-19) IgG+IgM Ab [Presencia] en suero, Presencia] en suero, plasma o sangre por inmunoensayo rápido|SARS-CoV-2 (COVID-19) ARN [Presencia] en muestras respiratorias por NAA con detección sin sonda|SARS-CoV-2 (COVID-19) Gen S [Presencia] en muestras respiratorias por secuenciación|SARS-CoV-2 (COVID-19) reordenamientos específicos del gen TCRB [Presencia] en sangre por secuenciación|SARS-CoV-2 (COVID-19) Gen RdRp [Presencia] en saliva (fluido oral) por NAA con detección por sonda|SARS-CoV-2 (COVID-19) Ag [Presencia] en muestras de las vías respiratorias superiores mediante inmunoensayo|SARS-CoV-2 (COVID-19) Gen RdRp [Presencia] en muestras de las vías respiratorias superiores mediante NAA con detección por sonda|SARS-CoV-2 (COVID-19) Anticuerpo neutralizante de la proteína S RBD [Presencia] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID-19) Ab IgG [Masa/volumen] en suero o plasma por inmunoensayo|SARS-CoV-2 (COVID-19) Gen N [Presencia] en nariz por NAA con detección sin sonda","Descripción del tipo de prueba que se realizó, p. Ej. NAAT o prueba rápida de antígenos."
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,testCommercialName,Información de la prueba|Nombre comercial de la prueba,Sistema BD Veritor para la detección rápida del SARS-CoV-2|Sistema BD Veritor para la detección rápida del SARS-CoV-2 y la gripe A + B|Tarjeta BinaxNOW COVID-19 Ag|Tarjeta BinaxNOW COVID-19 Ag 2|BinaxNOW COVID-19 Prueba casera de tarjeta Ag|Prueba casera BinaxNOW COVID-19 Ag Card 2|Autoprueba de antígeno BinaxNOW COVID-19|Antígeno COVID-19 CareStart|Prueba rápida de antígeno Clip COVID|Prueba casera Ellume COVID-19|LIAISON SARS-CoV-2 Ag|Prueba LumiraDx SARS-CoV-2 Ag|Prueba QuickVue At-Home COVID-19|Prueba QuickVue At-Home OTC COVID-19|Prueba QuickVue SARS Antigen|Sampinute COVID-19 Antigen MIA|Prueba Simoa SARS-CoV-2 N Protein Antigen|Sofia 2 Flu + SARS Antigen FIA|Sofia SARS Antigen FIA|Estado COVID-19 / Flu|VITROS Immunodiagnostic Products Paquete de reactivos de antígeno SARS-CoV-2 utilizado en combinación con el calibrador de antígeno SARS-CoV-2 de VITROS Immunodiagnostic Products,Nombre comercial o de marca de la prueba.
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,testManufacturer,Información de la prueba|Fabricante de la prueba,"Access Bio, Inc.|Abbott Diagnostics Scarborough, Inc.|Becton, Dickinson and Company (BD)|Celltrion USA, Inc.|DiaSorin, Inc.|Ellume Limited|Luminostics, Inc.|LumiraDx UK Ltd.|Ortho Clinical Diagnostics, Inc.|Princeton BioMeditech Corp.|Quanterix Corporation|Quidel Corporation",Fabricante legal de la prueba.
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,dateOfSample,Información de la prueba|Fecha y hora de la recolección de la muestra de prueba,,Fecha y hora en que se tomó la muestra.
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,dateOfResult,Información de la prueba|Fecha y hora de la producción del resultado de la prueba,,Fecha y hora en que se produjo el resultado de la prueba.
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,testResult,Información de la prueba|Resultado de la prueba,Con mayor riesgo de exposición al síndrome respiratorio agudo severo coronavirus 2 (hallazgo)|Síndrome respiratorio agudo severo prueba de anticuerpos del coronavirus 2 positiva (hallazgo)|Síndrome respiratorio agudo severo prueba de anticuerpos del coronavirus 2 negativa (hallazgo)|Hipersensibilidad al producto de la vacuna que contiene solo agudo grave síndrome respiratorio coronavirus 2 mensajero ácido ribonucleico (hallazgo)|Síndrome respiratorio agudo severo coronavirus 2 detectado (hallazgo)|Síndrome respiratorio agudo severo coronavirus 2 no detectado (hallazgo)|Asintomático Síndrome respiratorio agudo severo infección por coronavirus 2 (hallazgo),"Por ejemplo, negativo, positivo, inconcluso o nulo."
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,testingCentre,Información de prueba|Centro o instalación de prueba,,"Nombre / código del centro de prueba, instalación o autoridad sanitaria responsable del evento de prueba."
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,stateOfTest,Información de la prueba|Estado donde se realizó la prueba,Alabama|Alaska|Samoa Americana|Arizona|Arkansas|California|Colorado|Connecticut|Delaware|Distrito de Columbia|Estados Federados de Micronesia|Florida|Georgia|Guam|Hawái|Idaho|Illinois|Indiana|Iowa|Kansas|Kentucky|Luisiana|Maine|Islas Marshall|Maryland|Massachusetts|Michigan|Minnesota|Mississippi|Missouri|Montana|Nebraska|Nevada|Nuevo Hampshire|Nueva Jersey|Nuevo México|Nueva York|Carolina del Norte|Dakota del Norte|Islas Marianas del Norte|Ohio|Oklahoma|Oregón|Palau|Pensilvania|Puerto Rico|Rhode Island|Carolina del Sur|Dakota del Sur|Tennessee|Texas|Utah|Vermont|Islas Vírgenes|Virginia|Washington|Virginia Occidental|Wisconsin|Wyoming,El estado en el que se realizó la prueba al individuo
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,countryOfTest,Información de la prueba|País donde se realizó la prueba,Samoa Americana|Guam|Islas Marshall (las)|Micronesia (Estados Federados de)|Islas Marianas del Norte (las)|Palau|Puerto Rico|Estados Unidos de América (las)|Islas Vírgenes (EE. UU.),El país en el que se realizó la prueba al individuo.
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,certificateIssuer,Metadatos del certificado|Emisor del certificado,,Entidad que ha emitido el certificado (permitiendo verificar el certificado)
Credencial de prueba de antígeno COVID-19,Un formulario que se utilizará para obtener credenciales de prueba de antígeno COVID-19 verificables para la interoperabilidad básica,certificateNumber,Metadatos de certificado|Identificador de certificado,,"Identificador único del certificado (UVCI), que se imprimirá (legible por humanos) en el certificado; el identificador único se puede incluir en el IIS"
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,linkedTestCertificate,Personal/Operacional|ID de certificado de prueba vinculado,,Identificador único del certificado de prueba asociado
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,recipient,Identificación de la persona|Destinatario del evento,,El identificador de recurso para un esquema utilizado para la identificación del destinatario del evento.
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,disease,Información sobre infecciones pasadas|Enfermedad o agente|Clasificación de enfermedades,Afección post COVID-19|Síndrome inflamatorio multisistémico asociado con COVID-19|Historia personal de COVID-19,Enfermedad o agente del que el ciudadano se ha recuperado.
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,dateOfFirstPositiveResult,Información sobre infecciones pasadas|Fecha del primer resultado positivo de la prueba,,Fecha de recogida de la muestra para la prueba que dio positivo en la prueba obtenida mediante un procedimiento establecido por una autoridad de salud pública del Estado miembro.
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,stateOfTest,Información sobre infecciones pasadas|Provincia o territorio donde se realizó la prueba,Alabama|Alaska|Samoa Americana|Arizona|Arkansas|California|Colorado|Connecticut|Delaware|Distrito de Columbia|Estados Federados de Micronesia|Florida|Georgia|Guam|Hawái|Idaho|Illinois|Indiana|Iowa|Kansas|Kentucky|Luisiana|Maine|Islas Marshall|Maryland|Massachusetts|Michigan|Minnesota|Mississippi|Missouri|Montana|Nebraska|Nevada|Nuevo Hampshire|Nueva Jersey|Nuevo México|Nueva York|Carolina del Norte|Dakota del Norte|Islas Marianas del Norte|Ohio|Oklahoma|Oregón|Palau|Pensilvania|Puerto Rico|Rhode Island|Carolina del Sur|Dakota del Sur|Tennessee|Texas|Utah|Vermont|Islas Vírgenes|Virginia|Washington|Virginia Occidental|Wisconsin|Wyoming,El estado en el que se realizó la prueba al individuo
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,countryOfTest,Información sobre infecciones pasadas|País donde se realizó la prueba,Samoa Americana|Guam|Islas Marshall (las)|Micronesia (Estados Federados de)|Islas Marianas del Norte (las)|Palau|Puerto Rico|Estados Unidos de América (las)|Islas Vírgenes (EE. UU.),El país en el que se realizó la primera prueba positiva.
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,certificateIssuer,Metadatos del certificado|Emisor del certificado,,Entidad que ha emitido el certificado (permitiendo verificar el certificado)
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,certificateValidFrom,Metadatos del certificado|Certificado válido de,,Certificado válido desde (requerido si se conoce)
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,certificateValidTo,Metadatos del certificado|Certificado válido hasta,,Certificado válido hasta
Credencial de recuperación ciudadana COVID-19,Un formulario que se utilizará para las credenciales de recuperación ciudadana COVID-19 verificables para la interoperabilidad básica,certificateNumber,Metadatos de certificado|Identificador de certificado,,"Identificador único del certificado (UVCI), que se imprimirá (legible por humanos) en el certificado; el identificador único se puede incluir en el IIS"
